price,nav-link,description,listing-location,bed,bath,carport,surface_area,building_area
Rp 1 Miliar,https://www.rumah123.com/properti/sleman/hos16549206/,TURUN HARGA! RUMAH MEWAH 2 LANTAI MURAH BANGET DI DEKAT PUSAT KOTA JOGJA DALAM PERUMAHAN BANYIRADEN GAMPING JOGJAKARTA,"Gamping, Sleman",7,3,1,112 m²,224 m²
Rp 585 Juta,https://www.rumah123.com/properti/sleman/hos17149512/,Rumah Murah SHM Di Kalasan Dekat Pasar Prambanan,"Kalasan, Sleman",3,1,1,111 m²,55 m²
Rp 590 Juta,https://www.rumah123.com/properti/yogyakarta/hos16430692/,Rumah Siap Huni SHM Kota Jogja Mantrijeron Yogyakarta,"Mantrijeron, Yogyakarta",2,1,1,85 m²,55 m²
Rp 775 Juta,https://www.rumah123.com/properti/sleman/hos17149367/,Rumah Finishing Design Modern Siap Kpr Dekat Polsek Ngemplak,"Ngemplak, Sleman",3,2,2,113 m²,85 m²
"Rp 1,25 Miliar",https://www.rumah123.com/properti/sleman/hos17149359/,"TANAH MURAH BU, BONUS RUMAH DAN KOS-KOSAN DI PANDOWOHARJO SLEMAN","Sleman, Sleman",7,3,,329 m²,280 m²
Rp 775 Juta,https://www.rumah123.com/properti/sleman/hos17149303/,Proses Finishing Rumah Modern Siap Kpr Dekat Polsek Ngemplak,"Ngemplak, Sleman",3,2,2,113 m²,85 m²
"Rp 2,32 Miliar",https://www.rumah123.com/properti/sleman/hos17149253/,Perumahan dengan Private Pool Gratis Rumah Investasi di Gamping,"Gamping, Sleman",4,3,2,213 m²,135 m²
"Rp 4,25 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17149275/,Rumah Mewah Jogja Dekat Alun Alun Kidul Jogja,"Mantrijeron, Yogyakarta",3,3,6,425 m²,150 m²
Rp 790 Juta,https://www.rumah123.com/properti/bantul/hos17149237/,Rumah Dlm Perumahan View Sawah di Banguntapan Dekat Giwangan Kpr,"Banguntapan, Bantul",3,2,1,75 m²,70 m²
"Rp 1,4 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17149189/,RUMAH DI MAGUWOHARJO COCOK UNTUK HUNIAN & INVESTASI,"Maguwoharjo, Yogyakarta",3,2,4,205 m²,80 m²
Rp 800 Juta,https://www.rumah123.com/properti/bantul/hos17149137/,RUMAH DEKAT MASJID JOGOKARYAN COCOK UNTUK HUNIAN & INVESTASI,"Sewon, Bantul",4,2,1,107 m²,165 m²
Rp 950 Juta,https://www.rumah123.com/properti/bantul/hos16956656/,"Rumah Murah Belakang Kampus Umy, Kasihan, Bantul, Yogyakarta","Kasihan, Bantul",3,2,1,150 m²,90 m²
Rp 750 Juta,https://www.rumah123.com/properti/bantul/hos17149124/,Rumah 2 Lt Di Kasihan Siap Bangun Dekat Kampus Umy Jogja,"Kasihan, Bantul",3,2,2,81 m²,70 m²
"Rp 2,34 Miliar",https://www.rumah123.com/properti/sleman/hos17149104/,Rumah 2 Lantai SHM Dekat Exit Toll Yogyakarta,"Gamping, Sleman",4,3,1,184 m²,135 m²
"Rp 1,7 Miliar",https://www.rumah123.com/properti/bantul/hos17149072/,RUMAH DEKAT AMABARUKMO PLAZA COCOK UNTUK HUNIAN & INVESTASI,"Banguntapan, Bantul",3,2,1,118 m²,140 m²
"Rp 2,4 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17138853/,Dijual Cepat Rumah Bagus Dekat Kampus Uii Dan Ugm Yogyakarta,"Sleman, Yogyakarta",4,3,1,403 m²,220 m²
"Rp 1,1 Miliar",https://www.rumah123.com/properti/sleman/hos17039304/,Rumah Tanah Luas Jln Kaki Saja Ke Pamela 6 Dan AMIKOM,"Depok, Sleman",3,2,1,187 m²,150 m²
Rp 750 Juta,https://www.rumah123.com/properti/bantul/hos17149079/,Rumah Di Kasihan Siap Bangun 2 Lt Dekat Kampus Umy Jogja,"Kasihan, Bantul",3,2,2,81 m²,70 m²
Rp 950 Juta,https://www.rumah123.com/properti/bantul/hos17149043/,Legalitas SHM Dp Ringan Kost Siap Bangun Dipinggir Jl Raya Berbah,"Banguntapan, Bantul",4,4,1,90 m²,62 m²
"Rp 1,7 Miliar",https://www.rumah123.com/properti/bantul/hos17149008/,RUMAH DEKAT AMABRUKMO PLAZA COCOK UNTUK HUNIAN & INVESTASI,"Banguntapan, Bantul",3,2,1,118 m²,140 m²
"Rp 1,3 Miliar",https://www.rumah123.com/properti/sleman/hos16486058/,Rumah Luas Nan Jembar Lingkungan Asri Timur Jln Kaliurang,"Ngaglik, Sleman",6,5,1,489 m²,200 m²
Rp 405 Juta,https://www.rumah123.com/properti/sleman/hos17148982/,"Dijual rumah murah gamping Sleman dekat UMY,Pasar Balecatur,univ mercubuana","Gamping, Sleman",2,2,1,125 m²,95 m²
Rp 950 Juta,https://www.rumah123.com/properti/bantul/hos17148948/,Rumah Siap Huni Furnish Dalam Cluster Dekat Flyover Janti,"Banguntapan, Bantul",2,2,1,109 m²,75 m²
Rp 800 Juta,https://www.rumah123.com/properti/bantul/hos17148893/,RUMAH DEKAT MASJID JOGOKARYAN COCOK UNTUK HUNIAN & INVESTASI,"Sewon, Bantul",4,2,1,107 m²,165 m²
Rp 598 Juta,https://www.rumah123.com/properti/sleman/hos17148908/,Murah Bisa Kpr Cicilan Ringan Rumah di Berbah 5 Mnt Jl Raya Janti,"Berbah, Sleman",2,1,1,90 m²,40 m²
Rp 950 Juta,https://www.rumah123.com/properti/bantul/hos17148903/,Rumah Modern Furnish Dalam Cluster Dekat Flyover Janti,"Banguntapan, Bantul",2,2,1,109 m²,75 m²
"Rp 1,4 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17148840/,RUMAH DI MAGUWOHARJO COCOK UNTUK HUNIAN & INVESTASI,"Maguwoharjo, Yogyakarta",3,2,4,205 m²,80 m²
Rp 695 Juta,https://www.rumah123.com/properti/sleman/hos17148674/,Dijual Rumah 600 Juta an Di Plosokuning Utara Ugm,"Condong Catur, Sleman",2,2,1,100 m²,65 m²
Rp 420 Juta,https://www.rumah123.com/properti/sleman/hos16277957/,Siap Huni Lokasi Strategis Hargs Bersahabat Di Purwomartani,"Kalasan, Sleman",3,1,,123 m²,120 m²
"Rp 1,29 Miliar",https://www.rumah123.com/properti/bantul/hos17148802/,Rumah Siap Huni 2 Lt Design Klasik Eropa Di Banguntapan,"Banguntapan, Bantul",4,3,1,99 m²,105 m²
Rp 350 Juta,https://www.rumah123.com/properti/bantul/hos15120468/,Rumah Siap Bangun Dekat Pasar Bantul di Pajangan Barat Bantul Kota,"Pajangan, Bantul",2,1,1,80 m²,45 m²
Rp 250 Juta,https://www.rumah123.com/properti/bantul/hos15039296/,Rumah Dekat Rs Rahma Husada di Jl Parangtritis Km 14 Siap Huni,"Jetis, Bantul",2,1,1,97 m²,36 m²
Rp 270 Juta,https://www.rumah123.com/properti/kulon-progo/hos17148724/,Perumahan Smarthome 200 Juta di Kulon Progo dekat Bandara Yia,"Wates, Kulon Progo",1,1,,71 m²,36 m²
Rp 800 Juta,https://www.rumah123.com/properti/bantul/hos16662458/,Di Jual Rumah Seberang nya Mall Amplaz Full Furnish Dekat Janti,"Banguntapan, Bantul",3,1,1,75 m²,70 m²
Rp 695 Juta,https://www.rumah123.com/properti/sleman/hos17148584/,"695 Juta Rumah Baru Siap Huni Jalan Kaliurang Km.9,","Kaliurang, Sleman",2,2,1,100 m²,65 m²
Rp 240 Juta,https://www.rumah123.com/properti/bantul/hos9502620/,Rumah Murah 200 Jutaan di Kota Bantul Dekat Jl Samas Proses Bangun,"Bantul, Bantul",2,1,1,45 m²,62 m²
"Rp 1,29 Miliar",https://www.rumah123.com/properti/bantul/hos17148714/,Rumah Siap Huni 2 Lt Klasik Eropa Di Banguntapan,"Banguntapan, Bantul",4,3,1,99 m²,105 m²
Rp 270 Juta,https://www.rumah123.com/properti/kulon-progo/hos17148578/,Cluster Smarthome 200 Jutaan Extra Bonus Dekat Polsek Sentolo,"Sentolo, Kulon Progo",1,1,,71 m²,36 m²
Rp 600 Juta,https://www.rumah123.com/properti/sleman/hos17148597/,200 Meter Jl Magelang Hunian Strategis Dan Nyaman Tipe 70,"Sleman, Sleman",3,1,1,100 m²,70 m²
"Rp 7,7 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16393187/,Rumah Mewah Jalan Palagan Yogya  3 Lantai Bagus sekali,"Sleman, Yogyakarta",4,3,2,289 m²,600 m²
Rp 695 Juta,https://www.rumah123.com/properti/yogyakarta/hos15814959/,"Murah, Rumah Baru Ideal Di Jl. Kaliurang Km 9 Dekat Kota","Kaliurang, Yogyakarta",2,2,1,100 m²,65 m²
Rp 20 Miliar,https://www.rumah123.com/properti/yogyakarta/hos17050597/,Hotel Aktif Okupansi Tinggi Di Umbulharjo Dekat Pandeyan,"Umbulharjo, Yogyakarta",47,47,15,2085 m²,2295 m²
"Rp 2,8 Miliar",https://www.rumah123.com/properti/sleman/hos17148443/,Dijual Cepat Rumah Besar Nyaman Dijln Kaliurang Km.7 Dekat UGM,"Condong Catur, Sleman",5,4,1,429 m²,225 m²
Rp 790 Juta,https://www.rumah123.com/properti/sleman/hos17148065/,Dalam Perumahan Siap Bangun Bisa Custom Dekat Jl Kaliurang Km 11,"Ngaglik, Sleman",3,2,1,113 m²,70 m²
Rp 295 Juta,https://www.rumah123.com/properti/sleman/hos17147847/,Promo Rumah termurah di Kalasan legalitas SHM bisa KPR,"Kalasan, Sleman",2,1,1,125 m²,36 m²
Rp 475 Juta,https://www.rumah123.com/properti/sleman/hos16278024/,Hunian Daerah Premium Utara Tugu Lele Minomartsni,"Depok, Sleman",2,1,1,75 m²,55 m²
Rp 780 Juta,https://www.rumah123.com/properti/sleman/hos17147832/,Rumah Dekat Jl Pandaran Baru Dalam Cluster 16 Unit,"Ngaglik, Sleman",3,2,1,115 m²,60 m²
"Rp 1,95 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17147775/,Rumah Asri & Nyaman Di Perumahan Griya Alvita Yogyakarta,"Wirobrajan, Yogyakarta",3,2,,168 m²,110 m²
Rp 465 Juta,https://www.rumah123.com/properti/sleman/hos16295029/,Dalam Perumahan Siap Huni Di Purwomartani,"Kalasan, Sleman",2,1,1,132 m²,53 m²
Rp 800 Juta,https://www.rumah123.com/properti/sleman/hos17041037/,Siap Huni Rumah Baru Di Jakal Pamungkas Dekat UII,"Ngaglik, Sleman",3,2,1,107 m²,100 m²
"Rp 4,7 Miliar",https://www.rumah123.com/properti/sleman/hos17094874/,Rumah Mewah Full Furnished Dalam Cluster Greenhills Jalan Kaliurang Km9 Ngaglik Sleman,"Ngaglik, Sleman",4,3,1,334 m²,250 m²
Rp 750 Juta,https://www.rumah123.com/properti/sleman/hos17147581/,Rumah Modern Smarthome Furnished Dekat Polres Sleman Mall Sch,"Sleman, Sleman",3,2,1,130 m²,60 m²
Rp 2 Miliar,https://www.rumah123.com/properti/sleman/hos17147502/,Kost Eksklusif Strategis Kampus Uii Kaliurang Proses Finishing,"Ngaglik, Sleman",10,10,3,205 m²,200 m²
Rp 756 Juta,https://www.rumah123.com/properti/sleman/hos17147497/,Perumahan One Gate System Di Palagan Sleman Dekat Pasar Rejondani,"Ngaglik, Sleman",2,1,2,95 m²,57 m²
Rp 400 Juta,https://www.rumah123.com/properti/bantul/hos17147396/,Hunian Nyaman Di Bantul Dalam Perumahan Sudah Siap Huni,"Pajangan, Bantul",2,1,1,90 m²,50 m²
"Rp 1,85 Miliar",https://www.rumah123.com/properti/sleman/hos17147395/,Rumah Full Furnished di Maguwoharjo Bangunan Baru Dan Strategis,"Ngemplak, Sleman",3,2,2,116 m²,110 m²
Rp 835 Juta,https://www.rumah123.com/properti/bantul/hos17147384/,Rumah Proses Bangun 3 Kamar Tidur Dekat Blok O Banguntapan Akses Mobil Simpangan,"Banguntapan, Bantul",3,2,1,102 m²,65 m²
Rp 961 Juta,https://www.rumah123.com/properti/sleman/hos17147298/,Rumah 2 Lantai Cluster Mewah Dekat Uii Jalan Kaliurang Ngaglik Sleman,"Ngaglik, Sleman",3,3,2,107 m²,80 m²
Rp 875 Juta,https://www.rumah123.com/properti/sleman/hos17147240/,Rumah Dekat Kampus Uii Jalan Kaliurang Km 12 Cuma 800 Jutaan,"Ngaglik, Sleman",3,2,1,107 m²,70 m²
"Rp 2,79 Miliar",https://www.rumah123.com/properti/sleman/hos17147236/,Rumah Mewah 2 Lantai Dalam Private Cluster Tlogoadi Mlati Sleman,"Mlati, Sleman",3,3,1,123 m²,160 m²
"Rp 1,7 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17147234/,Rumah Bagus 2 Lantai Di Tahunan Umbulharjo Yogyakarta,"Umbulharjo, Yogyakarta",4,3,2,200 m²,190 m²
"Rp 1,78 Miliar",https://www.rumah123.com/properti/sleman/hos17147226/,Rumah Jogja Dekat Kampus Ugm Sendangadi Mlati Sleman Barat Hyatt,"Mlati, Sleman",3,3,1,160 m²,210 m²
"Rp 1,55 Miliar",https://www.rumah123.com/properti/sleman/hos17147191/,Rumah di Jalan Palagan Dalam Perumahan Elit Dekat Hotel Hyatt,"Ngaglik, Sleman",3,2,1,126 m²,90 m²
"Rp 2,7 Miliar",https://www.rumah123.com/properti/sleman/hos17147135/,Rumah Mewah Siap Bangun di Jalan Palagan Dalam Perumahan Elit,"Ngaglik, Sleman",3,4,2,110 m²,160 m²
"Rp 1,3 Miliar",https://www.rumah123.com/properti/sleman/hos17147125/,Rumah 2 Lantai Dekat Ponpes Pandanaran Di Jalan Kaliurang Ngaglik Sleman,"Ngaglik, Sleman",3,2,1,135 m²,120 m²
"Rp 1,2 Miliar",https://www.rumah123.com/properti/sleman/hos17147122/,Rumah Mewah Klasik Modern Dalam Perum Di Jalan Kaliurang Km 13 Sleman,"Ngaglik, Sleman",3,2,2,124 m²,100 m²
Rp 350 Juta,https://www.rumah123.com/properti/sleman/hos17147083/,Rumah Minimalis Sederhana Dekat Pemda Sleman Cocok Untuk Keluarga Kecil,"Mlati, Sleman",2,2,1,67 m²,67 m²
Rp 155 Juta,https://www.rumah123.com/properti/sleman/hos17147071/,Rumah Murah Di Ngaglik Sleman Hanya Dp 155 Juta,"Ngaglik, Sleman",2,1,1,88 m²,36 m²
Rp 850 Juta,https://www.rumah123.com/properti/yogyakarta/hos17147055/,Rumah Jogja Kota Gondokusuman Yogyakarta Dekat Malioboro,"Gondokusuman, Yogyakarta",3,1,1,87 m²,70 m²
"Rp 1,9 Miliar",https://www.rumah123.com/properti/sleman/hos17147054/,Rumah Dijual Dekat Ugm Jogja Kaliurang Ngaglik Sleman Yogyakarta,"Ngaglik, Sleman",4,3,,130 m²,130 m²
Rp 999 Juta,https://www.rumah123.com/properti/sleman/hos17147038/,Rumah Baru di Maguwoharjo Dekat Budi Mulia Tajem Dalam Cluster,"Depok, Sleman",3,3,2,103 m²,100 m²
"Rp 4,5 Miliar",https://www.rumah123.com/properti/sleman/hos17147013/,"Dijual Harga Rendah Rumah Selangkah Dari Masjid Sleman, Jogja","Ngaglik, Sleman",5,4,2,365 m²,390 m²
Rp 775 Juta,https://www.rumah123.com/properti/yogyakarta/hos17147007/,Rumah Proses Finishing Di Timur Budi Mulia Jalan Tajem Maguwoharjo Depok Sleman,"Maguwoharjo, Yogyakarta",3,2,2,145 m²,80 m²
Rp 550 Juta,https://www.rumah123.com/properti/sleman/hos17146996/,Rumah Modern Minimalis Akses Mobil Lokasi Dekat Pasar Godean Masih Ada Tanah Sisa Luas Dibelakang,"Godean, Sleman",2,1,1,108 m²,50 m²
Rp 595 Juta,https://www.rumah123.com/properti/yogyakarta/hos17146921/,Rumah Baru Siap Huni Dalam Cluster Dekat Pasar Pasty Mantrijeron,"Mantrijeron, Yogyakarta",2,1,1,82 m²,65 m²
Rp 675 Juta,https://www.rumah123.com/properti/bantul/hos17146920/,Rumah Siap Huni Minimalis Dalam Perumahan One Gate System Di Jaranan Banguntapan,"Banguntapan, Bantul",3,2,1,99 m²,75 m²
Rp 897 Juta,https://www.rumah123.com/properti/sleman/hos17146736/,Rumah Baru Murah Siap Huni Cocok Untuk Keluarga Lokasi Dekat Jogjabay,"Ngemplak, Sleman",3,2,1,107 m²,91 m²
Rp 640 Juta,https://www.rumah123.com/properti/sleman/hos17146723/,Rumah Siap Bangun Skandinavian Di Jalan Kaliurang Km11 Ngaglik Sleman,"Ngaglik, Sleman",2,1,1,91 m²,50 m²
"Rp 1,1 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17146680/,Rumah Siap Huni Mangku Jalan Aspal Di Giwangan Umbulharjo Yogyakarta,"Umbulharjo, Yogyakarta",4,2,1,154 m²,160 m²
"Rp 4,5 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17146679/,Rumah Mewah Bergaya Eropa Fully Furnished Di Wirobrajan Jogja Kota,"Wirobrajan, Yogyakarta",4,4,3,200 m²,170 m²
"Rp 1,47 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17146635/,Rumah Siap Huni Di Utara Jogja Bay Maguwoharjo Depok Sleman,"Maguwoharjo, Yogyakarta",4,3,2,178 m²,131 m²
"Rp 4,75 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17146633/,Rumah Mewah Dengan Kolam Renang Pribadi Di Baciro Gondokusuman Yogyakarta,"Gondokusuman, Yogyakarta",4,4,1,309 m²,190 m²
"Rp 1,95 Miliar",https://www.rumah123.com/properti/bantul/hos17146632/,Rumah Murah Nyaman Dlm Perum Cocok Homestay Area Kasihan Dkt Malioboro,"Kasihan, Bantul",3,2,1,168 m²,130 m²
"Rp 1,29 Miliar",https://www.rumah123.com/properti/sleman/hos17146530/,Rumah Siap Huni Dekat Spbu Kadisoka Purwomartani Kalasan Sleman,"Purwomartani   , Sleman",4,2,,207 m²,160 m²
"Rp 1,49 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17146501/,Rumah Mewah 2 Lantai Dekat Jogja Bay Maguwoharjo Depok Sleman,"Maguwoharjo, Yogyakarta",5,4,2,126 m²,170 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/bantul/hos17146496/,RUMAH GEBYOK BATU BATA EXPOSE DI BANGUNJIWO YOGYA,"Kasihan, Bantul",3,3,,352 m²,168 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/bantul/hos17146469/,RUMAH ETNIK BANGUNJIWO KASIHAN BANTUL JOGJA,"Kasihan, Bantul",3,3,,352 m²,168 m²
"Rp 4,9 Miliar",https://www.rumah123.com/properti/sleman/hos17146434/,"Rumah Mewah Tanah Luas Di Perumahan Elite JL. Kaliurang KM. 8,5","Ngaglik, Sleman",6,4,2,545 m²,340 m²
Rp 350 Juta,https://www.rumah123.com/properti/sleman/hos17146304/,Ruamah Murah Nyaman Dan Asri Dlm Pemukiman Lokasi Dekat Pemda Sleman,"Cebongan, Sleman",2,2,1,67 m²,67 m²
Rp 550 Juta,https://www.rumah123.com/properti/sleman/hos17146281/,Rumah Murah Nyaman Dan Aman Dlm Pemukiman Lokasi Dekat Smk 1 Godean,"Godean, Sleman",2,1,1,108 m²,50 m²
"Rp 1,7 Miliar",https://www.rumah123.com/properti/bantul/hos17146250/,Rumah Murah Dlm Perum Area Banguntapan Lokasi Dekat Rs. Harjolukito,"Banguntapan, Bantul",3,2,1,118 m²,70 m²
"Rp 1,1 Miliar",https://www.rumah123.com/properti/sleman/hos17143886/,Rumah Siap Huni Dalam Perumahan Elite One Gate System Di Jalan Palagan Sinduharjo Ngaglik Sleman,"Ngaglik, Sleman",2,2,1,112 m²,85 m²
"Rp 3,5 Miliar",https://www.rumah123.com/properti/sleman/hos17144132/,Rumah Kos Fully Furnished Di Palagan Sendangadi Mlati Sleman,"Mlati, Sleman",13,13,3,215 m²,260 m²
Rp 1 Miliar,https://www.rumah123.com/properti/sleman/hos16277723/,Hunian Full Furnish Dekat Bayeman Permai Di Jln Wates,"Gamping, Sleman",3,2,1,128 m²,90 m²
Rp 515 Juta,https://www.rumah123.com/properti/sleman/hos17038754/,Rumah Asri Dalam Perumahan Di Purwomartani,"Kalasan, Sleman",2,1,1,95 m²,45 m²
"Rp 2,75 Miliar",https://www.rumah123.com/properti/sleman/hos17039403/,Hunian Berkelas Bangunan Baru Mangku Aspal Dekat Stadion Maguwo,"Depok, Sleman",4,5,3,150 m²,190 m²
"Rp 3,49 Miliar",https://www.rumah123.com/properti/sleman/hos17145876/,Rumah Strategis Tanah Luas Pinggir Jalan Lempongsari Palagan,"Ngaglik, Sleman",5,4,2,426 m²,400 m²
Rp 730 Juta,https://www.rumah123.com/properti/sleman/hos17131106/,Rumah SHM Siap Huni Purwomartani Dekat Sekolah Budi Mulia,"Purwomartani   , Sleman",3,2,,100 m²,80 m²
Rp 850 Juta,https://www.rumah123.com/properti/sleman/hos17055164/,Bangunan Kost Tingkat Dekat Jln Magelang,"Mlati, Sleman",8,6,3,139 m²,125 m²
"Rp 1,75 Miliar",https://www.rumah123.com/properti/sleman/hos9537424/,DEKAT Kampus UGM!! Rumah Istimewa dan Cantik,"Ngaglik, Sleman",4,2,1,128 m²,97 m²
"Rp 1,3 Miliar",https://www.rumah123.com/properti/sleman/hos17145669/,Rumah siap huni dalam komplek pisangan Jogjakarta,"Ngemplak, Sleman",4,3,1,96 m²,180 m²
Rp 775 Juta,https://www.rumah123.com/properti/sleman/hos17145605/,Rumah Murah Minimalis Dalam Perumahan Di JL. Palagan KM. 9,"Ngaglik, Sleman",2,1,1,136 m²,100 m²
Rp 3 Miliar,https://www.rumah123.com/properti/sleman/hos17145482/,"Kost di Kelilingi 6 Kampus di Babarsari, Caturtunggal, Sleman","Caturtunggal, Sleman",11,7,1,242 m²,400 m²
"Rp 4,5 Miliar",https://www.rumah123.com/properti/sleman/hos16301593/,Rumah Dan Toko Pinggir Jln Magelang Dekat Medari,"Mlati, Sleman",2,3,4,348 m²,430 m²
Rp 675 Juta,https://www.rumah123.com/properti/sleman/hos17055246/,Rumah Adem Bersih Dan Terawat Perumahan Purwomartani,"Kalasan, Sleman",2,1,1,128 m²,100 m²
